-6,-6,8,30,16,5,3,1
32,4,-22,-5,-11,-2,-5,0
-10,-4,-1,-18,-3,-5,-10,-15
17,6,0,-37,-35,-6,3,5
-15,-3,3,60,27,1,-3,-6
4,-12,0,-6,-2,-6,-3,-7
-9,3,-14,-14,-15,-4,-1,-1
-1,6,13,-1,18,-3,2,5
20,3,5,20,9,-1,-5,-2
-38,-11,-3,-13,-8,-2,-12,-22
1,2,-1,-17,-18,-3,-3,5
0,3,4,2,-14,2,-10,-3
30,21,3,2,14,6,17,25
3,1,-10,-44,-13,-6,0,-2
-20,-8,-2,2,-19,-6,0,-9
5,6,3,28,9,-1,-4,0
5,-5,-4,-17,-15,-4,-10,-7
-5,3,6,0,2,2,-1,1
-22,-11,3,-4,-15,-2,2,-1
18,7,-8,-9,5,0,5,1
2,-1,-3,-8,-7,-2,-1,1
12,-6,-3,-6,-6,0,6,1
4,-11,2,4,-6,-4,-3,-3
-11,-3,7,9,1,2,-7,-6
16,5,-5,-29,-9,-4,-7,-3
-13,7,-1,18,10,7,5,15
8,0,-2,1,17,3,2,3
-22,-12,-9,-17,-6,-3,-3,-9
7,4,-4,14,-7,-3,13,9
4,-7,3,-9,-10,-5,-14,-9
-11,4,11,26,23,4,7,4
5,11,1,6,1,-4,7,5
-14,-13,-15,-41,-5,-2,-6,-10
29,3,-2,-12,-18,-6,1,0
-26,-8,1,41,24,15,11,3
-2,2,0,-15,-20,-2,-6,-5
-30,-9,2,1,-2,-3,-9,-3
33,12,3,6,11,0,-4,15
-1,-7,-3,-38,-22,-13,-13,-13
20,6,-6,-36,-25,1,9,7
-14,-7,10,89,46,11,2,0
-14,-8,-9,-29,8,4,8,-7
9,-3,-5,14,-3,0,-5,1
-2,-4,-2,12,0,-3,-2,-1
12,20,-1,-22,-5,-6,-6,-3
2,0,-6,-19,-23,-7,-3,-6
-22,2,3,31,31,5,5,9
-5,-15,-2,3,3,-4,-2,-7
-4,3,2,-21,-21,-7,-9,-6
39,12,4,8,1,4,6,18
-14,-1,-11,-64,-4,-3,-4,0
-15,-5,10,34,-15,-3,0,-6
25,7,5,44,39,10,1,-1
-40,-5,1,-4,-8,-8,-2,-5
19,-4,-2,6,5,0,-5,-6
-22,-7,-7,-28,-8,0,4,5
4,10,9,-25,-23,3,5,-6
17,3,-20,-2,4,2,0,4
9,-1,11,58,16,3,-1,2
-3,-10,-2,-3,4,-7,-3,-3
-14,-9,3,-6,-9,-4,-1,0
24,5,5,-1,3,0,-3,-2
-50,-21,-9,-28,-19,-9,-3,-13
29,13,-1,4,8,2,1,3
-19,-7,-10,-12,-5,-2,-4,-3
-7,0,9,6,1,-3,-7,-4
11,4,-4,15,11,4,14,7
23,8,3,14,18,8,-2,-2
-38,-20,-2,-4,-6,-3,-3,2
-16,4,-2,-13,-2,-3,-4,-1
42,18,-2,-28,-17,-3,-8,4
-27,-6,-2,-7,-5,3,8,12
26,-10,-5,34,15,9,-2,-9
-38,-11,3,16,-6,2,-1,-9
2,3,2,-8,9,-1,-7,-12
2,5,-1,-27,-14,-11,-4,-4
14,14,0,-12,-20,-12,3,10
-13,-16,-5,-14,-10,-4,-6,-10
17,7,3,14,14,5,0,1
27,-1,-12,3,8,1,-5,1
-31,-3,7,17,6,1,3,1
-7,-7,-2,-3,-7,-5,-3,-8
15,-1,0,-9,-8,-2,3,6
-25,-12,-5,-2,13,1,-1,-3
21,8,-5,1,-14,-6,-4,-7
-6,9,6,33,19,3,10,11
-6,0,-3,-20,-11,0,2,0
4,3,6,25,8,4,5,-1
-7,-12,-4,-23,-8,0,-3,3
-16,2,0,-9,-10,0,-7,-11
26,5,1,7,-9,1,-7,2
-7,0,-2,-15,-11,-2,6,6
2,-1,-4,-15,6,0,-9,-3
12,-5,0,22,1,-4,-6,-4
-15,-4,-2,-10,-5,-4,3,2
34,16,6,8,6,-5,0,3
-23,-12,-3,3,-3,-2,9,6
-8,-8,-4,0,13,1,-3,-1
-11,-5,-10,-37,-39,-14,-9,-15
32,13,5,51,44,11,3,4
-40,-4,0,-22,-7,3,4,2
38,13,0,19,12,4,-1,6
-40,-12,6,60,28,7,14,4
-5,-13,-10,-29,-22,-10,-15,-11
2,1,-6,-14,0,-4,1,-9
-15,-9,0,-5,-19,-8,-3,2
27,14,7,2,-3,-2,-3,5
-18,-11,-5,-3,-5,3,0,-3
23,8,1,-7,7,4,3,8
-18,-8,-13,-60,-25,-7,-4,-11
43,7,14,97,69,14,-1,0
-55,-17,-2,-7,-2,2,3,2
14,3,-3,-2,-11,-5,-13,-7
0,-1,-6,-21,-6,2,5,4
1,2,-5,-38,-20,-4,-6,-6
-14,0,4,-2,-11,-3,-6,-11
20,-2,-2,-1,6,2,0,-2
13,-1,2,15,2,-4,-2,2
-30,-16,-15,-19,-8,-5,-4,-7
7,-1,-1,2,1,2,1,5
28,5,-1,-12,-19,-7,1,7
-50,2,2,14,18,0,1,-6
11,8,-1,-30,-40,-12,-4,0
8,-9,-10,-22,28,10,12,9
0,-3,5,46,13,0,-2,-6
12,4,8,21,14,8,-1,-3
4,9,3,-12,-4,2,-1,0
-28,3,-4,-35,-23,-5,-6,-1
-18,-12,-4,-13,3,1,-4,-5
19,-9,-6,-8,-6,-3,-1,-5
-33,-11,2,23,4,-1,2,8
20,10,-3,17,-4,-8,-5,-1
-6,1,-3,-5,-1,-2,-3,-2
-3,-2,-2,-15,-16,0,3,2
5,-2,-7,-34,-13,-4,-1,-9
6,10,6,8,-2,2,0,-5
20,-7,-6,-24,-7,-4,7,14
-21,-5,1,34,6,4,-5,-6
0,4,0,-22,-9,3,0,3
-9,-2,14,67,20,5,1,-1
3,5,-6,-23,-10,-3,-5,1
23,0,0,3,1,-2,0,-2
-23,-2,-8,-28,-11,0,-2,1
-4,9,-3,-16,-10,-9,-8,-8
-9,-4,2,4,2,0,-1,-3
17,-5,2,2,4,0,2,0
-31,0,-1,15,8,1,-3,-4
41,5,-6,-27,-16,-7,-2,5
-16,8,8,36,13,5,10,7
-6,-1,6,8,6,-1,2,6
12,-12,-3,-21,-9,-5,2,1
7,1,3,20,17,1,-4,-2
13,7,1,6,-8,-1,6,3
-28,-2,-12,-74,-30,-10,-15,-4
1,1,20,101,41,10,3,5
10,-2,-2,-14,6,4,6,1
6,3,0,-1,12,1,-2,-5
-25,-6,-8,-19,-3,-4,5,-6
51,11,-4,-20,-13,-9,-7,-3
-36,-23,0,-7,-10,-5,0,0
-22,-8,-2,8,3,-2,5,-14
16,17,-4,-8,-2,-1,-4,5
-23,-9,-15,-38,-22,-8,-5,-6
10,-5,-2,-9,-26,1,-11,-2
-9,-7,4,71,70,18,4,3
24,3,2,-2,-4,-1,3,1
-12,-4,4,6,1,2,1,-2
-4,-1,-5,-24,-8,-5,2,-1
-1,-10,-11,-38,-31,-8,-9,-1
-8,1,5,35,12,3,0,-2
24,3,-2,-5,-2,3,7,12
-34,1,-3,-47,-6,-1,-4,-7
9,-15,4,53,11,3,-10,-4
0,11,5,35,25,2,5,7
-9,-8,-5,-29,-14,-6,-7,-14
28,-2,4,29,20,3,3,6
-9,-1,-8,-51,-34,-8,1,0
11,3,1,-1,1,-2,-9,0
-16,-1,-3,-4,-2,-4,-4,-5
21,7,-4,7,3,-3,-2,-8
-34,9,0,-25,-15,-4,-1,0
20,2,3,16,10,6,4,7
-13,-4,4,22,4,1,1,-1
17,-7,-2,21,9,0,-2,-6
-29,0,-1,-19,-22,-5,-10,-8
23,2,-2,-20,-15,2,-1,0
-45,-6,-5,-4,14,5,-3,-4
-2,1,2,-16,-10,-4,9,4
14,4,4,23,-2,-4,-1,3
-13,2,0,-35,-37,-11,-4,-5
29,-3,1,28,47,5,-1,2
-12,-3,-3,-9,-9,-2,-1,0
25,9,0,-18,-1,1,1,-1
-41,-24,4,54,32,9,3,-6
10,-8,-6,-20,-13,-5,1,5
-14,1,-2,4,-6,-3,-1,1
3,2,-4,-14,3,0,-3,-2
32,3,-3,-6,-10,-1,-2,-2
-53,-5,2,-21,-20,-2,4,-17
7,10,5,11,8,-3,-6,10
-14,-7,10,89,46,11,2,0
-14,-8,-9,-29,8,4,8,-7
9,-3,-5,14,-3,0,-5,1
-2,-4,-2,12,0,-3,-2,-1
12,20,-1,-22,-5,-6,-6,-3
2,0,-6,-19,-23,-7,-3,-6
-22,2,3,31,31,5,5,9
-5,-15,-2,3,3,-4,-2,-7
-4,3,2,-21,-21,-7,-9,-6
39,12,4,8,1,4,6,18
-14,-1,-11,-64,-4,-3,-4,0
-15,-5,10,34,-15,-3,0,-6
25,7,5,44,39,10,1,-1
-40,-5,1,-4,-8,-8,-2,-5
19,-4,-2,6,5,0,-5,-6
-22,-7,-7,-28,-8,0,4,5
4,10,9,-25,-23,3,5,-6
17,3,-20,-2,4,2,0,4
9,-1,11,58,16,3,-1,2
-3,-10,-2,-3,4,-7,-3,-3
-14,-9,3,-6,-9,-4,-1,0
24,5,5,-1,3,0,-3,-2
-50,-21,-9,-28,-19,-9,-3,-13
29,13,-1,4,8,2,1,3
-19,-7,-10,-12,-5,-2,-4,-3
-7,0,9,6,1,-3,-7,-4
11,4,-4,15,11,4,14,7
23,8,3,14,18,8,-2,-2
-38,-20,-2,-4,-6,-3,-3,2
-16,4,-2,-13,-2,-3,-4,-1
42,18,-2,-28,-17,-3,-8,4
-27,-6,-2,-7,-5,3,8,12
26,-10,-5,34,15,9,-2,-9
-38,-11,3,16,-6,2,-1,-9
2,3,2,-8,9,-1,-7,-12
2,5,-1,-27,-14,-11,-4,-4
14,14,0,-12,-20,-12,3,10
-13,-16,-5,-14,-10,-4,-6,-10
17,7,3,14,14,5,0,1
27,-1,-12,3,8,1,-5,1
-31,-3,7,17,6,1,3,1
-7,-7,-2,-3,-7,-5,-3,-8
15,-1,0,-9,-8,-2,3,6
-25,-12,-5,-2,13,1,-1,-3
21,8,-5,1,-14,-6,-4,-7
-6,9,6,33,19,3,10,11
-6,0,-3,-20,-11,0,2,0
4,3,6,25,8,4,5,-1
-7,-12,-4,-23,-8,0,-3,3
-16,2,0,-9,-10,0,-7,-11
26,5,1,7,-9,1,-7,2
-7,0,-2,-15,-11,-2,6,6
2,-1,-4,-15,6,0,-9,-3
12,-5,0,22,1,-4,-6,-4
-15,-4,-2,-10,-5,-4,3,2
34,16,6,8,6,-5,0,3
-23,-12,-3,3,-3,-2,9,6
-8,-8,-4,0,13,1,-3,-1
-11,-5,-10,-37,-39,-14,-9,-15
32,13,5,51,44,11,3,4
-40,-4,0,-22,-7,3,4,2
38,13,0,19,12,4,-1,6
-40,-12,6,60,28,7,14,4
-5,-13,-10,-29,-22,-10,-15,-11
2,1,-6,-14,0,-4,1,-9
-15,-9,0,-5,-19,-8,-3,2
27,14,7,2,-3,-2,-3,5
-18,-11,-5,-3,-5,3,0,-3
23,8,1,-7,7,4,3,8
-18,-8,-13,-60,-25,-7,-4,-11
43,7,14,97,69,14,-1,0
-55,-17,-2,-7,-2,2,3,2
14,3,-3,-2,-11,-5,-13,-7
0,-1,-6,-21,-6,2,5,4
1,2,-5,-38,-20,-4,-6,-6
-14,0,4,-2,-11,-3,-6,-11
20,-2,-2,-1,6,2,0,-2
13,-1,2,15,2,-4,-2,2
-30,-16,-15,-19,-8,-5,-4,-7
7,-1,-1,2,1,2,1,5
28,5,-1,-12,-19,-7,1,7
-50,2,2,14,18,0,1,-6
11,8,-1,-30,-40,-12,-4,0
8,-9,-10,-22,28,10,12,9
0,-3,5,46,13,0,-2,-6
12,4,8,21,14,8,-1,-3
4,9,3,-12,-4,2,-1,0
-28,3,-4,-35,-23,-5,-6,-1
-18,-12,-4,-13,3,1,-4,-5
19,-9,-6,-8,-6,-3,-1,-5
-33,-11,2,23,4,-1,2,8
20,10,-3,17,-4,-8,-5,-1
-6,1,-3,-5,-1,-2,-3,-2
-3,-2,-2,-15,-16,0,3,2
5,-2,-7,-34,-13,-4,-1,-9
6,10,6,8,-2,2,0,-5
20,-7,-6,-24,-7,-4,7,14
-21,-5,1,34,6,4,-5,-6
0,4,0,-22,-9,3,0,3
-9,-2,14,67,20,5,1,-1
3,5,-6,-23,-10,-3,-5,1
23,0,0,3,1,-2,0,-2
-23,-2,-8,-28,-11,0,-2,1
-4,9,-3,-16,-10,-9,-8,-8
-9,-4,2,4,2,0,-1,-3
17,-5,2,2,4,0,2,0
-31,0,-1,15,8,1,-3,-4
41,5,-6,-27,-16,-7,-2,5
-16,8,8,36,13,5,10,7
-6,-1,6,8,6,-1,2,6
12,-12,-3,-21,-9,-5,2,1
7,1,3,20,17,1,-4,-2
13,7,1,6,-8,-1,6,3
-28,-2,-12,-74,-30,-10,-15,-4
1,1,20,101,41,10,3,5
10,-2,-2,-14,6,4,6,1
6,3,0,-1,12,1,-2,-5
-25,-6,-8,-19,-3,-4,5,-6
51,11,-4,-20,-13,-9,-7,-3
-36,-23,0,-7,-10,-5,0,0
-22,-8,-2,8,3,-2,5,-14
16,17,-4,-8,-2,-1,-4,5
-23,-9,-15,-38,-22,-8,-5,-6
10,-5,-2,-9,-26,1,-11,-2
-9,-7,4,71,70,18,4,3
24,3,2,-2,-4,-1,3,1
-12,-4,4,6,1,2,1,-2
-4,-1,-5,-24,-8,-5,2,-1
-1,-10,-11,-38,-31,-8,-9,-1
-8,1,5,35,12,3,0,-2
24,3,-2,-5,-2,3,7,12
-34,1,-3,-47,-6,-1,-4,-7
9,-15,4,53,11,3,-10,-4
0,11,5,35,25,2,5,7
-9,-8,-5,-29,-14,-6,-7,-14
28,-2,4,29,20,3,3,6
-9,-1,-8,-51,-34,-8,1,0
