-7,-2,0,1,7,1,10,-23
2,4,1,4,1,3,20,8
-11,-3,-7,-10,-7,-2,-20,-10
-4,-6,-4,-8,-15,3,-1,-1
0,0,2,3,9,-10,-3,12
11,2,-1,-4,0,2,1,1
2,3,1,10,-2,-3,1,-6
-8,-1,0,0,7,6,13,5
1,2,-1,-5,-9,-14,-7,-2
7,-1,0,5,10,11,5,-1
-9,-4,-3,-6,4,2,-18,-3
-2,-1,-3,0,-5,-5,-4,-5
-4,2,-2,-3,-8,13,1,5
6,-1,0,-3,-6,-11,3,-1
7,1,1,2,8,-3,13,6
-11,-5,-2,-2,-6,-3,-3,-20
-4,-1,-2,-3,-7,3,-9,3
10,-1,2,6,0,-1,5,4
-26,-5,-1,-2,6,1,3,-12
-2,-3,-2,-17,-16,-3,-3,5
-4,-1,-2,10,4,-2,24,7
10,0,0,1,-1,-5,-34,-2
12,5,3,5,7,0,9,2
4,-1,1,1,5,1,-7,1
0,-1,2,-2,-15,4,32,3
-3,-2,-4,-7,-1,-11,-29,-1
1,-4,-3,1,1,3,-4,-7
-8,1,-1,-3,-3,1,9,3
1,-3,-1,0,1,-10,-10,4
-4,0,-2,4,1,7,17,-7
3,0,0,-2,-9,-4,5,-6
6,2,-1,2,6,-2,-18,0
-3,-3,0,-5,-4,9,-11,-2
-14,-4,-4,-5,-2,-2,3,-2
9,3,3,0,-1,0,7,10
0,-4,-3,-4,-10,-7,6,1
-14,-3,-4,4,11,6,-11,-8
2,0,3,2,3,5,2,2
5,-3,-2,5,-1,-2,-2,0
9,1,1,1,-3,0,4,3
8,1,-1,-10,-6,-5,-5,22
-6,-7,-3,-1,-3,-3,-13,-25
1,2,0,2,0,-1,8,2
-5,1,0,1,2,-4,-17,-4
-12,-3,-6,-6,0,-3,-20,-7
-3,-1,0,-4,-11,-1,-1,2
5,-1,-1,-7,-9,1,-2,-3
-1,-3,-2,4,12,0,16,3
5,3,4,5,8,13,0,-4
14,1,1,5,2,-9,21,17
-1,1,2,0,3,-6,-20,-2
-9,-4,-3,-2,-6,-2,0,1
-1,-1,2,0,-1,-4,-8,-8
-8,-4,-2,-5,-7,1,3,-2
1,0,-4,-10,-7,3,10,10
7,5,1,3,1,3,0,-6
7,-2,-12,-6,-1,-14,-30,-34
-3,-8,-5,-1,-3,1,7,1
-9,-2,3,2,3,3,1,-5
6,17,12,7,7,6,7,14
-6,-25,-8,-8,-7,-9,65,4
18,18,-3,-5,-4,0,-85,-11
-9,-3,-9,-8,-4,-2,-19,-15
-5,19,7,7,-2,-2,-9,-17
-19,-33,7,7,11,2,-18,4
-11,9,-10,-2,0,-1,59,7
16,7,2,-1,-1,10,23,31
3,-6,-8,-7,-7,-13,-9,-18
7,21,6,5,-1,-5,-4,7
-5,-6,5,1,5,-3,-8,-10
-2,-3,3,6,3,2,-16,-12
2,7,4,0,-1,-1,13,11
2,3,3,0,3,-1,-20,-3
-7,-17,-11,-7,-9,1,19,5
-5,-4,-5,-1,0,0,-2,1
-3,-2,-2,1,7,-1,-2,0
3,10,6,0,-10,-7,-11,-5
1,12,8,5,-1,3,-4,2
-3,-15,-8,-2,1,-4,15,13
4,-9,-6,-1,7,1,-3,-3
3,28,3,0,-5,2,-5,10
-21,-22,6,-5,-5,-2,6,-7
0,9,-1,2,-4,-4,-21,-9
8,18,7,7,8,-1,50,29
-6,-59,-17,-5,5,-8,-40,-21
13,6,-3,-4,-7,-4,9,-1
-11,1,2,-4,-5,4,3,-20
-5,-7,-7,-7,-12,-15,-20,18
-5,6,-6,-1,1,-1,0,8
-1,3,4,1,1,-5,-6,-8
2,-5,-1,-1,0,0,1,-3
3,-7,-2,1,-3,8,22,5
1,6,-3,-7,-7,9,16,1
-3,-7,-7,-4,-6,-7,-51,-1
5,10,0,-8,0,-21,6,-11
-7,-7,8,18,12,2,-21,-8
-4,5,4,11,10,4,13,-19
8,38,8,3,11,11,35,10
4,-56,-11,-2,-11,16,19,20
-14,-23,-18,-21,-9,-11,-38,-28
1,18,0,-3,-2,-15,-17,0
-5,4,4,3,-3,0,10,-3
2,32,7,1,2,-4,-6,-2
2,-12,0,0,0,19,24,10
1,-21,0,-1,0,-10,13,22
0,4,-3,1,1,-2,-13,-2
-4,-8,-5,-2,1,-3,2,-19
-10,-4,5,1,-1,0,-9,-14
3,11,7,0,-1,5,25,2
4,-4,-4,-5,-3,6,-18,8
-4,-7,1,1,2,-7,30,11
-3,9,-1,-3,-6,-12,-47,-34
1,14,6,13,5,4,0,-1
-5,-17,11,18,17,11,12,2
0,40,-4,-7,3,-7,2,-3
10,-56,-20,-21,-13,1,-4,-4
-3,3,-9,-10,-19,-7,-15,7
1,-10,-4,-5,-7,1,13,-2
1,11,4,4,-2,-3,12,7
9,0,5,1,-2,11,-1,16
-3,17,-3,-5,6,-8,-19,-10
-7,-7,-1,1,-2,-9,-8,-9
5,7,0,0,-3,-1,-17,-7
